"county_id","county_name","district_id","district_name","reg_district_id","muniflag","reg_name","gen_fun_sch_levy","strwo_entv","strwo_entv_dt2","strwo_gfst_rate","total_sch_levy","strwi_entv","strwi_entv_dt2","strwi_tst_rate","gen_fun_sch_levy2","estrwo_eev","estrwo_eev_dt2","estrwo_gfst_rate","total_sch_levy2","estrwi_eev","estrwi_eev_dt2","estrwi_etst_rate"
01,"Atlantic",4800,"Somers Point City",,,,11817134,1139176100,"01OCT24",1.037,12537657,1139176100,"01OCT24",1.101,11817134,1833241169,"01OCT24",.6446,12537657,1833241169,"01OCT24",.6839
01,"Atlantic",5350,"Ventnor City",,,,16505371,2172151300,"01OCT24",.7599,16505371,2172151300,"01OCT24",.7599,16505371,3836367538,"01OCT24",.4302,16505371,3836367538,"01OCT24",.4302
01,"Atlantic",5760,"Weymouth Twp",,,,3045488,165582900,"01OCT24",1.839,3117920,165582900,"01OCT24",1.883,3045488,267992735,"01OCT24",1.136,3117920,267992735,"01OCT24",1.163
03,"Bergen",0040,"Allendale Boro",,,,18403359,2165626800,"01OCT24",.8498,18634419,2165626800,"01OCT24",.8605,18403359,2448682994,"01OCT24",.7516,18634419,2448682994,"01OCT24",.7610
03,"Bergen",0080,"Alpine Boro",,,,7669577,1986151200,"01OCT24",.3862,7669577,1986151200,"01OCT24",.3862,7669577,2091566133,"01OCT24",.3667,7669577,2091566133,"01OCT24",.3667
03,"Bergen",0300,"Bergenfield Boro",,,,55891221,2742259530,"01OCT24",2.038,55891221,2742259530,"01OCT24",2.038,55891221,4644687662,"01OCT24",1.203,55891221,4644687662,"01OCT24",1.203
03,"Bergen",0440,"Bogota Boro",,,,15788609,1214194600,"01OCT24",1.300,16157586,1214194600,"01OCT24",1.331,15788609,1226506100,"31JAN25",1.287,16157586,1226506100,"31JAN25",1.317
03,"Bergen",0740,"Carlstadt Boro",,,,12451165,3253904492,"01OCT24",.3827,13998703,3253904492,"01OCT24",.4302,12451165,3429968359,"01OCT24",.3630,13998703,3429968359,"01OCT24",.4081
03,"Bergen",0745,"Carlstadt-East Rutherford",0740,,"CARLSTADT",8538908,3253904492,"01OCT24",.2624,8538908,3253904492,"01OCT24",.2624,8538908,3429968359,"01OCT24",.2490,8538908,3429968359,"01OCT24",.2490
03,"Bergen",0745,"Carlstadt-East Rutherford",1230,,"E RUTHERFORD",7069442,2824214217,"01OCT24",.2503,7069442,2824214217,"01OCT24",.2503,7069442,3017001868,"01OCT24",.2343,7069442,3017001868,"01OCT24",.2343
03,"Bergen",0890,"Cliffside Park Boro",,,,40255609,3055167131,"01OCT24",1.318,40255609,3055167131,"01OCT24",1.318,40255609,4460182865,"01OCT24",.9026,40255609,4460182865,"01OCT24",.9026
03,"Bergen",0930,"Closter Boro",,,,23300889,2766820800,"01OCT24",.8422,23587393,2766820800,"01OCT24",.8525,23300889,3103892686,"01OCT24",.7507,23587393,3103892686,"01OCT24",.7599
03,"Bergen",0990,"Cresskill Boro",,,,32158877,2555288300,"01OCT24",1.259,34198551,2555288300,"01OCT24",1.338,32158877,3392125714,"01OCT24",.9480,34198551,3392125714,"01OCT24",1.008
03,"Bergen",1070,"Demarest Boro",,,,17825726,2486876900,"01MAR25",.7168,18428826,2486876900,"01MAR25",.7410,17825726,2159514558,"01OCT24",.8255,18428826,2159514558,"01OCT24",.8534
03,"Bergen",1130,"Dumont Boro",,,,39461148,1692955440,"01OCT24",2.331,40015023,1692955440,"01OCT24",2.364,39461148,3009698560,"01OCT24",1.311,40015023,3009698560,"01OCT24",1.330
03,"Bergen",1230,"East Rutherford Boro",,,,19180116,2824214217,"01OCT24",.6791,20629111,2824214217,"01OCT24",.7304,19180116,3017001868,"01OCT24",.6357,20629111,3017001868,"01OCT24",.6838
03,"Bergen",1270,"Edgewater Boro",,,,29489167,4290807055,"01OCT24",.6873,31347487,4290807055,"01OCT24",.7306,29489167,4755714017,"01OCT24",.6201,31347487,4755714017,"01OCT24",.6592
03,"Bergen",1345,"Elmwood Park",,,,36531405,2201577600,"14MAR25",1.659,38150204,2201577600,"14MAR25",1.733,36531405,3231520817,"01OCT24",1.131,38150204,3231520817,"01OCT24",1.181
03,"Bergen",1360,"Emerson Boro",,,,24414111,1219198500,"01OCT24",2.003,24940221,1219198500,"01OCT24",2.046,24414111,1717422876,"01OCT24",1.422,24940221,1717422876,"01OCT24",1.452
03,"Bergen",1370,"Englewood City",,,,62340986,4558366000,"01OCT24",1.368,62340986,4558366000,"01OCT24",1.368,62340986,6718299189,"01OCT24",.9279,62340986,6718299189,"01OCT24",.9279
03,"Bergen",1380,"Englewood Cliffs Boro",,,,16009588,3558758661,"01OCT24",.4499,16009588,3558758661,"01OCT24",.4499,16009588,4138304705,"01OCT24",.3869,16009588,4138304705,"01OCT24",.3869
03,"Bergen",1450,"Fair Lawn Boro",,,,98114994,4381539440,"01OCT24",2.239,100870315,4381539440,"01OCT24",2.302,98114994,7251802692,"01OCT24",1.353,100870315,7251802692,"01OCT24",1.391
03,"Bergen",1470,"Fairview Boro",,,,16213902,1700593745,"01OCT24",.9534,16213902,1700593745,"01OCT24",.9534,16213902,2084216437,"01OCT24",.7779,16213902,2084216437,"01OCT24",.7779
03,"Bergen",1550,"Fort Lee Boro",,,,77121570,6710621182,"01OCT24",1.149,81162726,6710621182,"01OCT24",1.210,77121570,9745362465,"01OCT24",.7914,81162726,9745362465,"01OCT24",.8328
03,"Bergen",1580,"Franklin Lakes Boro",,,,32886935,4547845200,"01OCT24",.7231,33566085,4547845200,"01OCT24",.7381,32886935,6174942566,"01OCT24",.5326,33566085,6174942566,"01OCT24",.5436
03,"Bergen",1700,"Garfield City",,,,36503250,2167971400,"01OCT24",1.684,36503250,2167971400,"01OCT24",1.684,36503250,3824931898,"01OCT24",.9544,36503250,3824931898,"01OCT24",.9544
03,"Bergen",1760,"Glen Rock Boro",,,,53960262,2459289200,"01OCT24",2.194,56617346,2459289200,"01OCT24",2.302,53960262,3435721151,"01OCT24",1.571,56617346,3435721151,"01OCT24",1.648
03,"Bergen",1860,"Hackensack City",,,,95313290,6648391100,"01OCT24",1.434,95313290,6648391100,"01OCT24",1.434,95313290,8239423844,"01OCT24",1.157,95313290,8239423844,"01OCT24",1.157
03,"Bergen",2050,"Harrington Park Boro",,,,14604342,947144750,"01OCT24",1.542,14604342,947144750,"01OCT24",1.542,14604342,1354612057,"01OCT24",1.078,14604342,1354612057,"01OCT24",1.078
03,"Bergen",2080,"Hasbrouck Heights",2080,,"HASBROUCK HEIGHTS BOR",34306728,2264910317,"01OCT24",1.515,34611395,2264910317,"01OCT24",1.528,34306728,2552138934,"01OCT24",1.344,34611395,2552138934,"01OCT24",1.356
03,"Bergen",2080,"Hasbrouck Heights",5170,,"TETERBORO BORO",200057,583953400,"01OCT24",.0343,201230,583953400,"01OCT24",.0345,200057,635704285,"01OCT24",.0315,201230,635704285,"01OCT24",.0317
03,"Bergen",2090,"Haworth Boro",,,,10811659,860333100,"01OCT24",1.257,11244271,860333100,"01OCT24",1.307,10811659,1268927876,"01OCT24",.8520,11244271,1268927876,"01OCT24",.8861
03,"Bergen",2180,"Hillsdale Boro",,,,25449411,1713869800,"01OCT24",1.485,25885480,1713869800,"01OCT24",1.510,25449411,2474544903,"01OCT24",1.028,25885480,2474544903,"01OCT24",1.046
03,"Bergen",2200,"Ho Ho Kus Boro",,,,16449419,1202832800,"01OCT24",1.368,17072465,1202832800,"01OCT24",1.419,16449419,1760844339,"01OCT24",.9342,17072465,1760844339,"01OCT24",.9696
03,"Bergen",2620,"Leonia Boro",,,,24642717,1245561532,"01OCT24",1.978,25446861,1245561532,"01OCT24",2.043,24642717,2040824631,"01OCT24",1.208,25446861,2040824631,"01OCT24",1.247
03,"Bergen",2710,"Little Ferry Boro",,,,22487911,1517915000,"01OCT24",1.482,23213063,1517915000,"01OCT24",1.529,22487911,1747929341,"01OCT24",1.287,23213063,1747929341,"01OCT24",1.328
03,"Bergen",2740,"Lodi Borough",,,,39450822,2019538860,"01OCT24",1.954,39450822,2019538860,"01OCT24",1.954,39450822,3545486848,"01OCT24",1.113,39450822,3545486848,"01OCT24",1.113
03,"Bergen",2860,"Lyndhurst Twp",,,,48420466,4489229597,"01OCT24",1.079,49390807,4489229597,"01OCT24",1.100,48420466,5091423131,"01OCT24",.9510,49390807,5091423131,"01OCT24",.9701
03,"Bergen",2900,"Mahwah Twp",,,,71778248,5799545840,"23JAN25",1.238,71778248,5799545840,"23JAN25",1.238,71778248,7862371529,"01OCT24",.9129,71778248,7862371529,"01OCT24",.9129
03,"Bergen",3060,"Maywood Boro",,,,21905277,1877296900,"01OCT24",1.167,23372154,1877296900,"01OCT24",1.245,21905277,2078955592,"01OCT24",1.054,23372154,2078955592,"01OCT24",1.124
03,"Bergen",3170,"Midland Park Boro",,,,24901596,1090415500,"01OCT24",2.284,25446421,1090415500,"01OCT24",2.334,24901596,1683259494,"01OCT24",1.479,25446421,1683259494,"01OCT24",1.512
03,"Bergen",3330,"Montvale Boro",,,,19387727,2246083055,"01OCT24",.8632,20792362,2246083055,"01OCT24",.9257,19387727,2874802299,"01OCT24",.6744,20792362,2874802299,"01OCT24",.7233
03,"Bergen",3350,"Moonachie Boro",,,,10235253,1207861514,"01OCT24",.8474,10235253,1207861514,"01OCT24",.8474,10235253,1274448696,"01OCT24",.8031,10235253,1274448696,"01OCT24",.8031
03,"Bergen",3550,"New Milford Boro",,,,40476503,1607097800,"01OCT24",2.519,40476503,1607097800,"01OCT24",2.519,40476503,2899328522,"01OCT24",1.396,40476503,2899328522,"01OCT24",1.396
03,"Bergen",3600,"North Arlington Boro",,,,31528604,2464136730,"01OCT24",1.280,31837917,2464136730,"01OCT24",1.292,31528604,2710590298,"01OCT24",1.163,31837917,2710590298,"01OCT24",1.175
03,"Bergen",3700,"Northern Highlands Reg",0040,,"ALLENDALE",10578300,2165626800,"01OCT24",.4885,10914738,2165626800,"01OCT24",.5040,10578300,2448682994,"01OCT24",.4320,10914738,2448682994,"01OCT24",.4457
03,"Bergen",3700,"Northern Highlands Reg",5330,,"UPPER SADDLE RIVER",15340281,2389479802,"01OCT24",.6420,15946451,2389479802,"01OCT24",.6674,15340281,3530507509,"01OCT24",.4345,15946451,3530507509,"01OCT24",.4517
03,"Bergen",3710,"Northern Valley Regional",0930,,"CLOSTER",14425531,2766820800,"01OCT24",.5214,14520003,2766820800,"01OCT24",.5248,14425531,3103892686,"01OCT24",.4648,14520003,3103892686,"01OCT24",.4678
03,"Bergen",3710,"Northern Valley Regional",1070,,"DEMAREST",10070009,1389029310,"01OCT24",.7250,10134163,1389029310,"01OCT24",.7296,10070009,2159514558,"01OCT24",.4663,10134163,2159514558,"01OCT24",.4693
03,"Bergen",3710,"Northern Valley Regional",2050,,"HARRINGTON PARK",5937300,947144750,"01OCT24",.6269,5975278,947144750,"01OCT24",.6309,5937300,1354612057,"01OCT24",.4383,5975278,1354612057,"01OCT24",.4411
03,"Bergen",3710,"Northern Valley Regional",2090,,"HAWORTH",5833264,860333100,"01OCT24",.6780,5871002,860333100,"01OCT24",.6824,5833264,1268927876,"01OCT24",.4597,5871002,1268927876,"01OCT24",.4627
03,"Bergen",3710,"Northern Valley Regional",3730,,"NORTHVALE",5945672,887235603,"01OCT24",.6701,5985248,887235603,"01OCT24",.6746,5945672,1294816540,"01OCT24",.4592,5985248,1294816540,"01OCT24",.4622
03,"Bergen",3710,"Northern Valley Regional",3740,,"NORWOOD",8857785,1240403100,"01OCT24",.7141,8917178,1240403100,"01OCT24",.7189,8857785,1743363457,"01OCT24",.5081,8917178,1743363457,"01OCT24",.5115
03,"Bergen",3710,"Northern Valley Regional",3850,,"OLD TAPPAN",10334893,1799464300,"01OCT24",.5743,10404652,1799464300,"01OCT24",.5782,10334893,2363052265,"01OCT24",.4374,10404652,2363052265,"01OCT24",.4403
03,"Bergen",3730,"Northvale Boro",,,,11176445,887235603,"01OCT24",1.260,11753851,887235603,"01OCT24",1.325,11176445,1294816540,"01OCT24",.8632,11753851,1294816540,"01OCT24",.9078
03,"Bergen",3740,"Norwood Boro",,,,12236640,1240403100,"01OCT24",.9865,12610190,1240403100,"01OCT24",1.017,12236640,1743363457,"01OCT24",.7019,12610190,1743363457,"01OCT24",.7233
03,"Bergen",3760,"Oakland Boro",,,,34400437,3452669,"01JAN25",996.3,34400437,3452669,"01JAN25",996.3,34400437,3485842340,"01OCT24",.9869,34400437,3485842340,"01OCT24",.9869
03,"Bergen",3850,"Old Tappan Boro",,,,20003362,1799464300,"01OCT24",1.112,20003362,1799464300,"01OCT24",1.112,20003362,2363052265,"01OCT24",.8465,20003362,2363052265,"01OCT24",.8465
03,"Bergen",3870,"Oradell Boro",,,,14233670,2358819300,"17MAR25",.6034,14233670,2358819300,"17MAR25",.6034,14233670,2444756798,"01OCT24",.5822,14233670,2444756798,"01OCT24",.5822
03,"Bergen",3910,"Palisades Park",,,,27215624,3911829795,"01OCT24",.6957,27215624,3911829795,"01OCT24",.6957,27215624,4463402129,"01OCT24",.6098,27215624,4463402129,"01OCT24",.6098
03,"Bergen",3930,"Paramus Boro",,,,90144259,12331657420,"01OCT24",.7310,91397809,12331657420,"01OCT24",.7412,90144259,13784548871,"01OCT24",.6540,91397809,13784548871,"01OCT24",.6630
03,"Bergen",3940,"Park Ridge Boro",,,,34443304,1581216743,"01OCT24",2.178,34956482,1581216743,"01OCT24",2.211,34443304,2375911665,"01OCT24",1.450,34956482,2375911665,"01OCT24",1.471
03,"Bergen",3960,"Pascack Valley Regional",2180,,"HILLSDALE",13097340,1713869800,"01OCT24",.7642,13569739,1713869800,"01OCT24",.7918,13097340,2474544903,"01OCT24",.5293,13569739,2474544903,"01OCT24",.5484
03,"Bergen",3960,"Pascack Valley Regional",3330,,"MONTVALE",15324000,2246083055,"01OCT24",.6823,15878179,2246083055,"01OCT24",.7069,15324000,2874802299,"01OCT24",.5330,15878179,2874802299,"01OCT24",.5523
03,"Bergen",3960,"Pascack Valley Regional",4430,,"RIVER VALE",14556280,2218837311,"01OCT24",.6560,15081301,2218837311,"01OCT24",.6797,14556280,2777365516,"01OCT24",.5241,15081301,2777365516,"01OCT24",.5430
03,"Bergen",3960,"Pascack Valley Regional",5880,,"WOODCLIFF LAKE",14054934,2379999200,"01OCT24",.5905,14580235,2379999200,"01OCT24",.6126,14054934,2765188576,"01OCT24",.5083,14580235,2765188576,"01OCT24",.5273
03,"Bergen",4300,"Ramapo-Indian Hill Reg",1580,,"FRANKLIN LAKES",23257265,4547845200,"01OCT24",.5114,23908724,4547845200,"01OCT24",.5257,23257265,6174942566,"01OCT24",.3766,23908724,6174942566,"01OCT24",.3872
03,"Bergen",4300,"Ramapo-Indian Hill Reg",3760,,"OAKLAND",13455488,3199306100,"01OCT24",.4206,13832534,3199306100,"01OCT24",.4324,13455488,3485842340,"01OCT24",.3860,13832534,3485842340,"01OCT24",.3968
03,"Bergen",4300,"Ramapo-Indian Hill Reg",5920,,"WYCKOFF TWP",20460934,4852297300,"01OCT24",.4217,21034229,4852297300,"01OCT24",.4335,20460934,5749848679,"01OCT24",.3559,21034229,5749848679,"01OCT24",.3658
03,"Bergen",4310,"Ramsey Boro",,,,66049058,3536927000,"01OCT24",1.867,68711797,3536927000,"01OCT24",1.943,66049058,4930771211,"01OCT24",1.340,68711797,4930771211,"01OCT24",1.394
03,"Bergen",4370,"Ridgefield Boro",,,,25895331,2630168265,"01OCT24",.9846,26466205,2630168265,"01OCT24",1.006,25895331,2625968795,"01OCT24",.9861,26466205,2625968795,"01OCT24",1.008
03,"Bergen",4380,"Ridgefield Park Twp",,,,30346646,1820765900,"01OCT24",1.667,30346646,1820765900,"01OCT24",1.667,30346646,2137300035,"01OCT24",1.420,30346646,2137300035,"01OCT24",1.420
03,"Bergen",4390,"Ridgewood Village",,,,107392191,5930301800,"01OCT24",1.811,110431377,5930301800,"01OCT24",1.862,107392191,8799972993,"01OCT24",1.220,110431377,8799972993,"01OCT24",1.255
03,"Bergen",4405,"River Dell Regional",3870,,"ORADELL",17275947,1905932400,"01OCT24",.9064,17674855,1905932400,"01OCT24",.9274,17275947,2444756798,"01OCT24",.7067,17674855,2444756798,"01OCT24",.7230
03,"Bergen",4405,"River Dell Regional",4410,,"RIVER EDGE",18784116,1496456099,"01OCT24",1.255,19217849,1496456099,"01OCT24",1.284,18784116,2463707769,"01OCT24",.7624,19217849,2463707769,"01OCT24",.7800
03,"Bergen",4410,"River Edge Boro",,,,18646964,1496456099,"01OCT24",1.246,19772268,1496456099,"01OCT24",1.321,18646964,2463707769,"01OCT24",.7569,19772268,2463707769,"01OCT24",.8025
03,"Bergen",4430,"River Vale Twp",,,,25125090,2218837311,"01OCT24",1.132,26339388,2218837311,"01OCT24",1.187,25125090,2777365516,"01OCT24",.9046,26339388,2777365516,"01OCT24",.9484
03,"Bergen",4470,"Rochelle Park Twp",,,,14426660,963463900,"01OCT24",1.497,14730714,963463900,"01OCT24",1.529,14426660,1399724505,"01OCT24",1.031,14730714,1399724505,"01OCT24",1.052
03,"Bergen",4500,"Rockleigh",,,,717207,224166272,"01OCT24",.3199,717207,224166272,"01OCT24",.3199,717207,211457666,"01OCT24",.3392,717207,211457666,"01OCT24",.3392
03,"Bergen",4600,"Rutherford Boro",,,,48979913,2743075361,"01OCT24",1.786,51968162,2743075361,"01OCT24",1.895,48979913,3785145802,"01OCT24",1.294,51968162,3785145802,"01OCT24",1.373
03,"Bergen",4610,"Saddle Brook Twp",,,,38428273,2985569200,"01OCT24",1.287,39366203,2985569200,"01OCT24",1.319,38428273,3613615589,"01OCT24",1.063,39366203,3613615589,"01OCT24",1.089
03,"Bergen",4620,"Saddle River Boro",,,,9924959,2576530556,"01OCT24",.3852,10134349,2576530556,"01OCT24",.3933,9924959,2668320791,"01OCT24",.3720,10134349,2668320791,"01OCT24",.3798
03,"Bergen",4870,"South Hackensack Twp",,,,9063709,1050296900,"01OCT24",.8630,9276109,1050296900,"01OCT24",.8832,9063709,1074802395,"01OCT24",.8433,9276109,1074802395,"01OCT24",.8631
03,"Bergen",5150,"Teaneck Twp",,,,104918488,8161840379,"31MAY24",1.286,105535638,8161840379,"31MAY24",1.293,104918488,8436894400,"31MAY24",1.244,105535638,8436894400,"31MAY24",1.251
03,"Bergen",5160,"Tenafly Boro",,,,75644407,4085370500,"01OCT24",1.852,79054503,4085370500,"01OCT24",1.935,75644407,5813818842,"01OCT24",1.301,79054503,5813818842,"01OCT24",1.360
03,"Bergen",5330,"Upper Saddle River Boro",,,,25716660,2389479802,"01OCT24",1.076,25716660,2389479802,"01OCT24",1.076,25716660,3530507509,"01OCT24",.7284,25716660,3530507509,"01OCT24",.7284
03,"Bergen",5410,"Waldwick Boro",,,,34056272,2209103400,"01OCT24",1.542,35166199,2209103400,"01OCT24",1.592,34056272,2334705157,"01OCT24",1.459,35166199,2334705157,"01OCT24",1.506
03,"Bergen",5430,"Wallington Boro",,,,17297762,962926156,"01OCT24",1.796,17880251,962926156,"01OCT24",1.857,17297762,1639652970,"01OCT24",1.055,17880251,1639652970,"01OCT24",1.091
03,"Bergen",5755,"Westwood Regional",5755,"A","WASHINGTON TOWNSHIP",28935182,1647544073,"01OCT24",1.756,29389809,1647544073,"01OCT24",1.784,28935182,2422122586,"01OCT24",1.195,29389809,2422122586,"01OCT24",1.213
03,"Bergen",5755,"Westwood Regional",5755,"B","WESTWOOD BOROUGH",31429971,2427105200,"01OCT24",1.295,31923655,2427105200,"01OCT24",1.315,31429971,2661591403,"01OCT24",1.181,31923655,2661591403,"01OCT24",1.199
03,"Bergen",5830,"Wood-Ridge Boro",,,,22005692,1490873876,"01OCT24",1.476,22593208,1490873876,"01OCT24",1.515,22005692,2157178715,"01OCT24",1.020,22593208,2157178715,"01OCT24",1.047
03,"Bergen",5880,"Woodcliff Lake Boro",,,,18936018,2379999200,"01OCT24",.7956,19486843,2379999200,"01OCT24",.8188,18936018,2765188576,"01OCT24",.6848,19486843,2765188576,"01OCT24",.7047
03,"Bergen",5920,"Wyckoff Twp",,,,44309669,4852297300,"01OCT24",.9132,45855145,4852297300,"01OCT24",.9450,44309669,5749848679,"01OCT24",.7706,45855145,5749848679,"01OCT24",.7975
05,"Burlington",0200,"Bass River Twp",,,,1099583,174973277,"01OCT24",.6284,1099583,174973277,"01OCT24",.6284,1099583,246997818,"01OCT24",.4452,1099583,246997818,"01OCT24",.4452
05,"Burlington",0380,"Beverly City",,,,2831947,123566961,"01OCT24",2.292,2919203,123566961,"01OCT24",2.362,2831947,191911965,"01OCT24",1.476,2919203,191911965,"01OCT24",1.521
05,"Burlington",0475,"Bordentown Regional",0475,"A","BORDENTOWN CITY",6594781,350420480,"01OCT24",1.882,7074389,350420480,"01OCT24",2.019,6594781,532796796,"01OCT24",1.238,7074389,532796796,"01OCT24",1.328
05,"Burlington",0475,"Bordentown Regional",0475,"B","BORDENTOWN TWP",28067191,1325560177,"01OCT24",2.117,30114258,1325560177,"01OCT24",2.272,28067191,2214803870,"01OCT24",1.267,30114258,2214803870,"01OCT24",1.360
05,"Burlington",0475,"Bordentown Regional",0475,"C","FIELDSBORO BOROUGH",934589,53521400,"01OCT24",1.746,1003021,53521400,"01OCT24",1.874,934589,71342809,"01OCT24",1.310,1003021,71342809,"01OCT24",1.406
05,"Burlington",0600,"Burlington City",,,,14260265,606439609,"01OCT24",2.352,14358115,606439609,"01OCT24",2.368,14260265,900162660,"01OCT24",1.584,14358115,900162660,"01OCT24",1.595
05,"Burlington",0620,"Burlington Twp",,,,48012771,2554803122,"01OCT24",1.879,50122176,2554803122,"01OCT24",1.962,48012771,3698860721,"01OCT24",1.298,50122176,3698860721,"01OCT24",1.355
